Earthquake emergency management by social sensing.|https://doi.org/10.1109/PerComW.2014.6815272|c|2014
Deploying a Communicating Automatic Weather Station on an Alpine Glacier.|https://doi.org/10.1016/j.procs.2013.06.170|c|2013
JCSI: A tool for checking secure information flow in Java Card applications.|https://doi.org/10.1016/j.jss.2012.05.061|j|2012
A smartphone-based fall detection system.|https://doi.org/10.1016/j.pmcj.2012.08.003|j|2012
An Integer Linear Programming Approach for Radio-Based Localization of Shipping Containers in the Presence of Incomplete Proximity Information.|https://doi.org/10.1109/TITS.2012.2188518|j|2012
Estimation of Energy Consumption for TinyOS 2.x-Based Applications.|https://doi.org/10.1016/j.procs.2012.06.167|c|2012
Recognition of false alarms in fall detection systems.|https://doi.org/10.1109/CCNC.2011.5766464|c|2011
Estimation of energy consumption in wireless sensor networks using TinyOS 2.x.|https://doi.org/10.1109/CCNC.2011.5766622|c|2011
The Cloud@Home Project: Towards a New Enhanced Computing Paradigm.|https://doi.org/10.1007/978-3-642-21878-1_68|c|2010
Localization of Shipping Containers in Ports and Terminals Using Wireless Sensor Networks.|https://doi.org/10.1109/CSE.2009.168|c|2009
Mobile visual access to legacy voice-based applications.|https://doi.org/10.1145/1710035.1710097|c|2009
Adaptability in the B-MAC+ Protocol.|https://doi.org/10.1109/ISPA.2008.82|c|2008
An application adaptation layer for wireless sensor networks.|https://doi.org/10.1016/j.pmcj.2007.04.001|j|2007
Opportunistic computing for wireless sensor networks.|https://doi.org/10.1109/MOBHOC.2007.4428751|c|2007
Application-level network emulation: the EmuSocket toolkit.|https://doi.org/10.1016/j.jnca.2005.01.002|j|2006
MobileRMI: upgrading Java Remote Method Invocation towards mobility.|https://doi.org/10.1002/spe.658|j|2005
A Cross-Layer Approach for Publish/Subscribe in Mobile Ad Hoc Networks.|https://doi.org/10.1007/11569510_20|c|2005
Core Services in a Middleware for Mobile Ad-Hoc Networks.|https://doi.org/10.1109/FTDCS.2003.1204327|c|2003
Internet Emulation for Java Applications through Socket Factories.|https://doi.org/10.1109/CMPSAC.2002.1044540|c|2002
Embedding Remote Object Mobility in Java RMI .|https://doi.org/10.1109/FTDCS.2001.969628|c|2001
Supporting Remote Reference Updating Through Garbage Collection in a Mobile Object System.|https://doi.org/10.1109/EMPDP.2001.905014|c|2001
An Agent-Based Framework for Nomadic Computing.|https://doi.org/10.1109/FTDCS.1999.818807|c|1999
A hybrid approach to adaptive load sharing and its performance.|https://doi.org/10.1016/S1383-7621(96)00070-7|j|1997
Hardware support for load sharing in parallel systems.|https://doi.org/10.1016/1383-7621(96)00013-6|j|1996
Transputer-based implementation and evaluation of parallel Prolog interpreter.|https://doi.org/10.1016/0950-5849(92)90037-P|j|1992
The Meaning of Sleep Quality: A Survey of Available Technologies.|https://doi.org/10.1109/ACCESS.2019.2953835|j|2019
The Digitisation of Agriculture: a Survey of Research Activities on Smart Farming.|https://doi.org/10.1016/j.array.2019.100009|j|2019
IoT-Based Home Monitoring: Supporting Practitioners' Assessment by Behavioral Analysis.|https://doi.org/10.3390/s19143238|j|2019
E-Cabin: A Software Architecture for Passenger Comfort and Cruise Ship Management.|https://doi.org/10.3390/s19224978|j|2019
What is next for Indoor Localisation? Taxonomy, protocols, and patterns for advanced Location Based Services.|https://doi.org/10.1109/IPIN.2019.8911759|c|2019
Localising crowds through Wi-Fi probes.|https://doi.org/10.1016/j.adhoc.2018.03.011|j|2018
Sensing a City's State of Health: Structural Monitoring System by Internet-of-Things Wireless Sensing Devices.|https://doi.org/10.1109/MCE.2017.2717198|j|2018
Device-free indoor localisation with small numbers of anchors.|https://doi.org/10.1049/iet-wss.2017.0153|j|2018
Detecting occupancy and social interaction via energy and environmental monitoring.|https://doi.org/10.1504/IJSNET.2018.10013426|j|2018
Boosting a Low-Cost Smart Home Environment with Usage and Access Control Rules.|https://doi.org/10.3390/s18061886|j|2018
Indoor Bluetooth Low Energy Dataset for Localization, Tracking, Occupancy, and Social Interaction.|https://doi.org/10.3390/s18124462|j|2018
Evaluation of Indoor Localisation Systems: Comments on the ISO/IEC 18305 Standard.|https://doi.org/10.1109/IPIN.2018.8533710|c|2018
Leveraging Smart Environments for Runtime Resources Management.|https://doi.org/10.1007/978-3-319-71440-0_10|c|2018
Comparing the Performance of Indoor Localization Systems through the EvAAL Framework.|https://doi.org/10.3390/s17102327|j|2017
INTESA: An Integrated ICT Solution for Promoting Wellbeing in Older People.|http://ceur-ws.org/Vol-2061/paper8.pdf|c|2017
Towards Multimodal Surveillance for Smart Building Security.|https://doi.org/10.3390/proceedings2020095|c|2017
Computational Topology to Monitor Human Occupancy.|https://doi.org/10.3390/proceedings2020099|c|2017
Occupancy detection by multi-power bluetooth low energy beaconing.|https://doi.org/10.1109/IPIN.2017.8115946|c|2017
Energy and Environmental Long-Term Monitoring System for Inhabitants' Well-Being.|https://doi.org/10.3233/978-1-61499-804-4-91|p|2017
The GiraffPlus Experience: From Laboratory Settings to Test Sites Robustness (Short Paper).|https://doi.org/10.1109/CloudNet.2016.15|c|2016
A multisource and multivariate dataset for indoor localization methods based on WLAN and geo-magnetic field fingerprinting.|https://doi.org/10.1109/IPIN.2016.7743678|c|2016
Wi-Fi probes as digital crumbs for crowd localisation.|https://doi.org/10.1109/IPIN.2016.7743599|c|2016
Are you in or out? Monitoring the human behavior through an occupancy strategy.|https://doi.org/10.1109/ISCC.2016.7543732|c|2016
A stigmergic approach to indoor localization using Bluetooth Low Energy beacons.|https://doi.org/10.1109/AVSS.2015.7301734|c|2015
Monitoring user position in the GiraffPlus AAL environment.|https://doi.org/10.1109/I2MTC.2015.7151346|c|2015
Choosing an RSS device-free localization algorithm for Ambient Assisted Living.|https://doi.org/10.1109/IPIN.2015.7346788|c|2015
Lessons learned on device free localization with single and multi channel mode.|https://doi.org/10.1109/IPIN.2015.7346789|c|2015
Evaluating indoor localization solutions in large environments through competitive benchmarking: The EvAAL-ETRI competition.|https://doi.org/10.1109/IPIN.2015.7346970|c|2015
An experimental characterization of reservoir computing in ambient assisted living applications.|https://doi.org/10.1007/s00521-013-1364-4|j|2014
SALT : Source-Agnostic Localization Technique Based on Context Data from Binary Sensor Networks.|https://doi.org/10.1007/978-3-319-14112-1_2|c|2014
EMS@CNR: An Energy monitoring sensor network infrastructure for in-building location-based services.|https://doi.org/10.1109/HPCSim.2014.6903779|c|2014
Smart Buildings: An Energy Saving and Control System in the CNR Research Area, Pisa.|http://ercim-news.ercim.eu/en99/ri/smart-buildings-an-energy-saving-and-control-system-in-the-cnr-research-area-pisa|i|2014
SHAKE: Single HAsh key establishment for resource constrained devices.|https://doi.org/10.1016/j.adhoc.2012.05.013|j|2013
Forecast-Driven Enhancement of Received Signal Strength (RSS)-Based Localization Systems.|https://doi.org/10.3390/ijgi2040978|j|2013
A cyber-physical approach to secret key generation in smart environments.|https://doi.org/10.1007/s12652-011-0051-5|j|2013
Evaluation of localization and activity recognition systems for ambient assisted living: The experience of the 2012 EvAAL competition.|https://doi.org/10.3233/AIS-120192|j|2013
AAL Middleware Infrastructure for Green Bed Activity Monitoring.|https://doi.org/10.1155/2013/510126|j|2013
Evaluating Ambient Assisted Living Solutions: The Localization Competition.|https://doi.org/10.1109/MPRV.2013.23|j|2013
Position Recognition to Support Bedsores Prevention.|https://doi.org/10.1109/TITB.2012.2220374|j|2013
Multisensor Data Fusion for Activity Recognition Based on Reservoir Computing.|https://doi.org/10.1007/978-3-642-41043-7_3|c|2013
A social-based service discovery protocol for mobile Ad Hoc networks.|https://doi.org/10.1109/MedHocNet.2013.6767417|c|2013
Evaluating AAL Systems Through Competitive Benchmarking - International Competitions and Final Workshop, EvAAL 2013, Spain, Valencia, July 8-12, 2013 and Norrköping, Sweden, September 24-26, 2013. Proceedings.|https://doi.org/10.1007/978-3-642-41043-7|e|2013
Automatic virtual calibration of range-based indoor localization systems.|https://doi.org/10.1002/wcm.1085|j|2012
Evaluating Indoor Localization Systems for AAL Environments.|https://doi.org/10.1007/978-3-642-37419-7_1|c|2012
Device-Free Indoor Localization for AAL Applications.|https://doi.org/10.1007/978-3-642-37893-5_40|c|2012
An Experimental Evaluation of Reservoir Computation for Ambient Assisted Living.|https://doi.org/10.1007/978-3-642-35467-0_5|c|2012
"The ""SHOWN"" Platform - Safeguarding Architectural Heritage Using Wireless Networks."|http://ercim-news.ercim.eu/en90/ri/the-shown-platform-safeguarding-architectural-heritage-using-wireless-networks|i|2012
Limb Movements Classification Using Wearable Wireless Transceivers.|https://doi.org/10.1109/TITB.2011.2118763|j|2011
Comparing AAL Indoor Localization Systems.|https://doi.org/10.1007/978-3-642-33533-4_1|c|2011
EvAAL, Evaluating AAL Systems through Competitive Benchmarking, the Experience of the 1st Competition.|https://doi.org/10.1007/978-3-642-33533-4_2|c|2011
Context driven enhancement of RSS-based localization systems.|https://doi.org/10.1109/ISCC.2011.5983880|c|2011
User Movements Forecasting by Reservoir Computing Using Signal Streams Produced by Mote-Class Sensors.|https://doi.org/10.1007/978-3-642-29479-2_12|c|2011
Quality of experience in multicast hybrid networks: avoiding bandwidth wasting with a double-stage FEC scheme.|https://doi.org/10.1049/iet-com.2009.0440|j|2010
Linear quadratic control of service rate allocation in a satellite network.|https://doi.org/10.1049/iet-com.2009.0448|j|2010
Allocating data for broadcasting over wireless channels subject to transmission errors.|https://doi.org/10.1007/s11276-008-0136-z|j|2010
AmbiSec: Securing Smart Spaces Using Entropy Harvesting.|https://doi.org/10.1007/978-3-642-16917-5_8|c|2010
Communications and networking over satellites: SatNEx experimental activities and testbeds.|https://doi.org/10.1002/sat.921|j|2009
Measurement-based frame error model for simulating outdoor Wi-Fi networks.|https://doi.org/10.1109/TWC.2009.060475|j|2009
Virtual Calibration for RSSI-Based Indoor Localization with IEEE 802.15.4.|https://doi.org/10.1109/ICC.2009.5199566|c|2009
Automatic multimedia session migration by means of a context-aware mobility framework.|https://doi.org/10.1145/1710035.1710071|c|2009
A Novel Approach to Indoor RSSI Localization by Automatic Calibration of the Wireless Propagation Model.|https://doi.org/10.1109/VETECS.2009.5073315|c|2009
Cost-Efficient Design of Hybrid Network for Video Transmission in Tropical Areas.|https://doi.org/10.1109/VETECS.2009.5073475|c|2009
A virtual 3D mobile guide in the INTERMEDIA project.|https://doi.org/10.1007/s00371-008-0264-6|j|2008
Chloe@University: an indoor, mobile mixed reality guidance system.|https://doi.org/10.1145/1315184.1315233|c|2007
Frame error model in rural Wi-Fi networks.|https://doi.org/10.1109/WIOPT.2007.4480105|c|2007
Radio resource management across multiple protocol layers in satellite networks: a tutorial overview.|https://doi.org/10.1002/sat.820|j|2005
Optimizing Partition Granularity, Membership Function Parameters, and Rule Bases of Fuzzy Classifiers for Big Data by a Multi-objective Evolutionary Approach.|https://doi.org/10.1007/s12559-018-9613-6|j|2019
Monitoring the public opinion about the vaccination topic from tweets analysis.|https://doi.org/10.1016/j.eswa.2018.09.009|j|2019
Comparing ensemble strategies for deep learning: An application to facial expression recognition.|https://doi.org/10.1016/j.eswa.2019.06.025|j|2019
A Fuzzy Density-based Clustering Algorithm for Streaming Data.|https://doi.org/10.1109/FUZZ-IEEE.2019.8858909|c|2019
A Distributed Fuzzy Associative Classifier for Big Data.|https://doi.org/10.1109/TCYB.2017.2748225|j|2018
Assessing Accuracy of Ensemble Learning for Facial Expression Recognition with CNNs.|https://doi.org/10.1007/978-3-030-13709-0_34|c|2018
Interpretable CNV-based tumour classification using fuzzy rule based classifiers.|https://doi.org/10.1145/3167132.3167135|c|2018
Multi-class boosting with fuzzy decision trees.|https://doi.org/10.1109/FUZZ-IEEE.2017.8015567|c|2017
SwiSpot: modeling riboswitches by spotting out switching sequences.|https://doi.org/10.1093/bioinformatics/btw401|j|2016
A MapReduce solution for associative classification of big data.|https://doi.org/10.1016/j.ins.2015.10.041|j|2016
Towards a General Architecture for Social Media Data Capture from a Multi-Domain Perspective.|https://doi.org/10.1109/AINA.2016.75|c|2016
Extensive assessment of metrics on RNA secondary structures and relative ensembles.|https://doi.org/10.1145/2851613.2851868|c|2016
Spreading fuzzy random forests with MapReduce.|https://doi.org/10.1109/SMC.2016.7844638|c|2016
Proceedings of the 30th Annual ACM Symposium on Applied Computing, Salamanca, Spain, April 13-17, 2015.|http://dl.acm.org/citation.cfm?id=2695664|e|2015
Low-Effort Support to Efficient Urban Parking in a Smart City Perspective.|https://doi.org/10.1007/978-3-319-03992-3_17|p|2014
Management and storage of in situ oceanographic data: An ECM-based approach.|https://doi.org/10.1016/j.is.2012.10.004|j|2013
Urban and social sensing for sustainable mobility in smart cities.|https://doi.org/10.1109/SustainIT.2013.6685198|c|2013
A mobile application leveraging QR-codes to support efficient urban parking.|https://doi.org/10.1109/SustainIT.2013.6685203|c|2013
Cross-lattice behavior of general ACO folding for proteins in the HP model.|https://doi.org/10.1145/2480362.2480611|c|2013
Management of Genotyping-Related Documents by Integrated Use of Semantic Tagging.|https://doi.org/10.1007/978-3-642-23740-9_2|j|2011
Smooth Introduction of Semantic Tagging in Genotyping Procedures.|https://doi.org/10.1007/978-3-642-15020-3_18|c|2010
Enabling ontology-based document classification and management in ebXML registries.|https://doi.org/10.1145/1363686.1363951|c|2008
Special track on Embedded Systems: Applications, Solutions, and Techniques: editorial message.|https://doi.org/10.1145/1363686.1364033|c|2008
Analysis of embedded video coder systems: a system-level approach.|https://doi.org/10.1145/1147349.1147362|j|2006
Editorial message for the special track on embedded systems: applications, solutions, and techniques.|https://doi.org/10.1145/1141277.1141484|c|2006
Editorial message for the special track on embedded systems: applications, solutions, and techniques.|https://doi.org/10.1145/1066677.1066869|c|2005
Guest Editors' Introduction: Opportunities and Challenges in Embedded Systems.|https://doi.org/10.1109/MM.2004.30|j|2004
Editorial message for the special track on embedded systems: applications, solutions, and techniques.|https://doi.org/10.1145/967900.968069|c|2004
Fine-grain design space exploration for a cartographic SoC multiprocessor.|https://doi.org/10.1145/773365.773375|j|2003
Embedded Systems Track Editorial.|https://doi.org/10.1145/952532.952661|c|2003
Performance-steered design of software architectures for embedded multicore systems.|https://doi.org/10.1002/spe.477|j|2002
Use of a CORBA/RMI gateway: characterization of communication overhead.|https://doi.org/10.1145/584369.584392|c|2002
Behavior investigation of concurrent Java programs: an approach based on source-code instrumentation.|https://doi.org/10.1016/S0167-739X(00)00095-9|j|2001
Dealing with Non-Determinism in Communications within Java Applications.|https://doi.org/10.1109/EURMIC.1999.794800|c|1999
Timestamps for Programs Using Messages and Shared Variables.|https://doi.org/10.1109/ICDCS.1998.679522|c|1998
Design of a Toolset for Dynamic Analysis of Concurrent Java Program.|https://doi.org/10.1109/WPC.1998.693354|c|1998
Formal Verification in the Loop to Enhance Verification of Safety-Critical Cyber-physical Systems.|https://doi.org/10.14279/tuj.eceasst.77.1106|j|2019
The benefits of using interactive device simulations as training material for clinicians: an experience report with a contrast media injector used in CT.|https://doi.org/10.1145/3357495.3357500|j|2019
Application of Model Checking to Fault Tolerance Analysis.|https://doi.org/10.1007/978-3-030-30985-5_31|c|2019
Modeling and Simulation of Attacks on Cyber-physical Systems.|https://doi.org/10.5220/0007705307000708|c|2019
Exploiting Model Checking for Mobile Botnet Detection.|https://doi.org/10.1016/j.procs.2019.09.263|c|2019
Logic-Based Formalization of System Requirements for Integrated Clinical Environments.|https://doi.org/10.1007/978-3-030-17297-8_8|p|2019
OLT(RE)2: An On-Line On-Demand Testing Approach for Permanent Radiation Effects in Reconfigurable Systems.|https://doi.org/10.1109/TETC.2016.2586195|j|2018
A PVS-Simulink Integrated Environment for Model-Based Analysis of Cyber-Physical Systems.|https://doi.org/10.1109/TSE.2017.2694423|j|2018
Verifying data secure flow in AUTOSAR models.|https://doi.org/10.1007/s11416-018-0317-y|j|2018
